RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,savings,,,,interest,,
5817,15663917,Adams,547,France,Male,43,1,92350.36,1,0,1,80262.91,0,12087.45,-12087.45,4013.1455,-16100.5955,40131.455,52218.905,2610.94525
5818,15656865,Gray,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0,70026.9,-70026.9,437.5795,-70464.4795,4375.795,74402.695,3720.13475
5819,15667971,Shepherd,592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0,-485.05,485.05,5131.449,-4646.399,51314.49,50829.44,2541.472
5820,15800366,Walton,546,France,Male,29,5,0,1,1,1,94823.95,0,-94823.95,94823.95,4741.1975,90082.7525,47411.975,-47411.975,-2370.59875
5821,15717231,Yang,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0,7637.94,-7637.94,4541.083,-12179.023,45410.83,53048.77,2652.4385
5822,15643188,Barnett,671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1,-38590.56,38590.56,7659.716,30930.844,76597.16,38006.6,1900.33
5823,15671351,Romani,624,Spain,Male,35,2,0,2,1,0,87310.59,0,-87310.59,87310.59,4365.5295,82945.0605,43655.295,-43655.295,-2182.76475
5824,15573628,Greene,751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1,1663.38,-1663.38,7320.5705,-8983.9505,73205.705,74869.085,3743.45425
5825,15698953,Hart,636,Spain,Male,36,1,0,3,1,1,74048.1,1,-74048.1,74048.1,3702.405,70345.695,37024.05,-37024.05,-1851.2025
5826,15753888,Johnston,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1,84617.87,-84617.87,1169.3385,-85787.2085,11693.385,96311.255,4815.56275
5827,15737961,Miller,509,Germany,Female,29,0,107712.57,2,1,1,92898.17,0,14814.4,-14814.4,4644.9085,-19459.3085,46449.085,61263.485,3063.17425
5828,15801701,Robson,653,Spain,Male,35,9,0,2,1,1,45956.05,0,-45956.05,45956.05,2297.8025,43658.2475,22978.025,-22978.025,-1148.90125
5829,15684419,Wallace,709,Spain,Female,37,8,0,3,1,0,71738.56,0,-71738.56,71738.56,3586.928,68151.632,35869.28,-35869.28,-1793.464
5830,15794266,Cross,559,France,Male,32,9,145303.52,1,1,0,103560.98,0,41742.54,-41742.54,5178.049,-46920.589,51780.49,93523.03,4676.1515
5831,15810711,Marcum,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0,86109.12,-86109.12,2618.3645,-88727.4845,26183.645,112292.765,5614.63825
5832,15771270,North,635,France,Female,27,8,127471.56,1,1,1,152916.05,1,-25444.49,25444.49,7645.8025,17798.6875,76458.025,51013.535,2550.67675
5833,15607786,Mao,709,France,Male,26,6,156551.63,1,0,1,4410.77,0,152140.86,-152140.86,220.5385,-152361.3985,2205.385,154346.245,7717.31225
5834,15624519,Calabrese,656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1,22321.65,-22321.65,3738.561,-26060.211,37385.61,59707.26,2985.363
5835,15799910,Martin,793,France,Male,32,2,0,2,1,0,193817.63,1,-193817.63,193817.63,9690.8815,184126.7485,96908.815,-96908.815,-4845.44075
5836,15602479,Fleming,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0,102518.97,-102518.97,1339.691,-103858.661,13396.91,115915.88,5795.794
5837,15617419,Roberts,618,Germany,Female,29,10,100315.1,2,1,1,32526.64,0,67788.46,-67788.46,1626.332,-69414.792,16263.32,84051.78,4202.589
5838,15657603,Finch,850,France,Female,35,6,81684.97,1,1,0,824,0,80860.97,-80860.97,41.2,-80902.17,412,81272.97,4063.6485
5839,15570379,Whitelegge,669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1,3576.76,-3576.76,4262.5385,-7839.2985,42625.385,46202.145,2310.10725
5840,15772996,Rooke,594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0,68583.51,-68583.51,4175.4465,-72758.9565,41754.465,110337.975,5516.89875
5841,15729574,Lu,616,Spain,Male,71,4,0,2,1,1,173599.38,0,-173599.38,173599.38,8679.969,164919.411,86799.69,-86799.69,-4339.9845
5842,15737267,Marcelo,676,France,Female,49,1,0,1,1,0,79342.31,1,-79342.31,79342.31,3967.1155,75375.1945,39671.155,-39671.155,-1983.55775
5843,15799128,Matthews,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0,44806.1,-44806.1,2880.033,-47686.133,28800.33,73606.43,3680.3215
5844,15813327,Romani,710,France,Male,21,4,109130.96,2,1,1,56191.99,0,52938.97,-52938.97,2809.5995,-55748.5695,28095.995,81034.965,4051.74825
5845,15711921,Scott,695,France,Male,29,5,0,2,1,1,6770.44,0,-6770.44,6770.44,338.522,6431.918,3385.22,-3385.22,-169.261
5846,15654300,Mao,530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0,-26452.39,26452.39,5084.7335,21367.6565,50847.335,24394.945,1219.74725
5847,15569945,Horsley,509,Spain,Male,29,1,0,2,1,0,69113.14,0,-69113.14,69113.14,3455.657,65657.483,34556.57,-34556.57,-1727.8285
5848,15569666,Goddard,517,France,Female,45,4,0,1,0,0,172674.36,1,-172674.36,172674.36,8633.718,164040.642,86337.18,-86337.18,-4316.859
5849,15681887,Eskridge,758,Germany,Male,33,0,129142.54,2,1,1,26606.28,0,102536.26,-102536.26,1330.314,-103866.574,13303.14,115839.4,5791.97
5850,15608873,Smith,665,France,Male,51,2,0,1,0,0,53353.36,0,-53353.36,53353.36,2667.668,50685.692,26676.68,-26676.68,-1333.834
5851,15762091,Simpson,631,Germany,Female,22,6,139129.92,1,1,1,63747.51,0,75382.41,-75382.41,3187.3755,-78569.7855,31873.755,107256.165,5362.80825
5852,15722053,Oguejiofor,576,Spain,Male,33,3,0,2,0,1,190112.05,0,-190112.05,190112.05,9505.6025,180606.4475,95056.025,-95056.025,-4752.80125
5853,15782100,Holloway,544,Spain,Male,22,3,66483.32,1,0,1,110317.39,0,-43834.07,43834.07,5515.8695,38318.2005,55158.695,11324.625,566.23125
5854,15765300,L?,596,Germany,Male,40,5,62389.03,3,1,0,148623.43,1,-86234.4,86234.4,7431.1715,78803.2285,74311.715,-11922.685,-596.13425
5855,15743570,Feng,481,France,Female,34,5,0,2,1,1,125253.46,0,-125253.46,125253.46,6262.673,118990.787,62626.73,-62626.73,-3131.3365
5856,15608541,Claiborne,498,France,Male,46,1,91857.66,1,1,0,101954.78,1,-10097.12,10097.12,5097.739,4999.381,50977.39,40880.27,2044.0135
5857,15750671,Egobudike,512,Spain,Male,31,6,0,2,1,0,168462.26,0,-168462.26,168462.26,8423.113,160039.147,84231.13,-84231.13,-4211.5565
5858,15813659,Folliero,594,France,Female,56,7,0,1,1,0,26215.85,1,-26215.85,26215.85,1310.7925,24905.0575,13107.925,-13107.925,-655.39625
5859,15757867,Bray,570,France,Female,30,10,176173.52,1,1,0,97045.32,1,79128.2,-79128.2,4852.266,-83980.466,48522.66,127650.86,6382.543
5860,15652914,Ibrahimov,721,Spain,Male,38,7,0,1,0,1,53534.8,0,-53534.8,53534.8,2676.74,50858.06,26767.4,-26767.4,-1338.37
5861,15723818,Carpenter,453,France,Female,37,4,131834.76,2,1,0,8949.2,0,122885.56,-122885.56,447.46,-123333.02,4474.6,127360.16,6368.008
5862,15713819,Walsh,562,France,Male,48,3,92347.96,1,1,1,163116.75,0,-70768.79,70768.79,8155.8375,62612.9525,81558.375,10789.585,539.47925
5863,15656484,Woods,682,France,Male,40,4,0,2,1,1,140745.91,0,-140745.91,140745.91,7037.2955,133708.6145,70372.955,-70372.955,-3518.64775
5864,15778515,Wu,748,France,Male,40,3,95297.11,1,0,0,171515.84,0,-76218.73,76218.73,8575.792,67642.938,85757.92,9539.19,476.9595
5865,15803840,Forbes,729,France,Female,32,9,0,2,0,0,150803.44,0,-150803.44,150803.44,7540.172,143263.268,75401.72,-75401.72,-3770.086
5866,15735339,Lynch,663,France,Male,39,4,0,1,1,0,76884.05,0,-76884.05,76884.05,3844.2025,73039.8475,38442.025,-38442.025,-1922.10125
5867,15600392,Amaechi,735,France,Female,53,8,123845.36,2,0,1,170454.93,1,-46609.57,46609.57,8522.7465,38086.8235,85227.465,38617.895,1930.89475
5868,15625740,Enriquez,627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0,322.04,-322.04,7155.215,-7477.255,71552.15,71874.19,3593.7095
5869,15663817,Y?an,713,France,Male,46,5,0,1,1,1,55701.62,0,-55701.62,55701.62,2785.081,52916.539,27850.81,-27850.81,-1392.5405
5870,15734461,Brooks,562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0,-73662.1,73662.1,9318.515,64343.585,93185.15,19523.05,976.1525
5871,15780142,Wang,632,France,Male,43,2,100013.51,1,1,0,24275.32,0,75738.19,-75738.19,1213.766,-76951.956,12137.66,87875.85,4393.7925
5872,15709920,Burke,479,France,Female,33,2,208165.53,1,0,0,50774.81,1,157390.72,-157390.72,2538.7405,-159929.4605,25387.405,182778.125,9138.90625
5873,15684248,Meng,658,Spain,Male,21,7,0,2,0,1,154279.87,0,-154279.87,154279.87,7713.9935,146565.8765,77139.935,-77139.935,-3856.99675
5874,15643158,Chiganu,598,France,Female,40,9,0,1,1,0,68462.59,1,-68462.59,68462.59,3423.1295,65039.4605,34231.295,-34231.295,-1711.56475
5875,15693902,Hunt,597,France,Male,19,2,0,2,1,1,91036.74,0,-91036.74,91036.74,4551.837,86484.903,45518.37,-45518.37,-2275.9185
5876,15578307,Lucchese,512,France,Female,33,6,121685.31,2,1,1,83681.97,0,38003.34,-38003.34,4184.0985,-42187.4385,41840.985,79844.325,3992.21625
5877,15585379,Humphries,704,France,Male,39,2,111525.02,1,1,0,199484.96,0,-87959.94,87959.94,9974.248,77985.692,99742.48,11782.54,589.127
5878,15758510,Frolova,474,France,Male,26,6,0,2,0,0,152491.22,0,-152491.22,152491.22,7624.561,144866.659,76245.61,-76245.61,-3812.2805
5879,15692918,Hsing,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0,-21329.07,21329.07,6743.7685,14585.3015,67437.685,46108.615,2305.43075
5880,15705301,Parkes,683,France,Male,41,6,95696.52,2,1,1,184366.14,0,-88669.62,88669.62,9218.307,79451.313,92183.07,3513.45,175.6725
5881,15718231,Gregory,537,France,Male,28,0,88963.31,2,1,1,189839.93,0,-100876.62,100876.62,9491.9965,91384.6235,94919.965,-5956.655,-297.83275
5882,15567991,Obiuto,794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0,-30763.1,30763.1,8782.172,21980.928,87821.72,57058.62,2852.931
5883,15772650,Longo,732,France,Male,55,9,136576.02,1,0,1,3268.17,1,133307.85,-133307.85,163.4085,-133471.2585,1634.085,134941.935,6747.09675
5884,15574795,Lombardo,495,France,Female,38,2,63093.01,1,1,1,47089.72,0,16003.29,-16003.29,2354.486,-18357.776,23544.86,39548.15,1977.4075
5885,15706036,Lombardo,552,Germany,Male,38,10,132271.12,2,1,1,46562.02,0,85709.1,-85709.1,2328.101,-88037.201,23281.01,108990.11,5449.5055
5886,15723856,Gonzalez,602,France,Female,29,3,88814.4,2,1,1,62487.97,0,26326.43,-26326.43,3124.3985,-29450.8285,31243.985,57570.415,2878.52075
5887,15812920,Nwabugwu,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0,-91003.7,91003.7,9079.9125,81923.7875,90799.125,-204.575,-10.22875
5888,15691287,Ford,675,Germany,Female,33,0,141816.25,1,1,0,64815.05,1,77001.2,-77001.2,3240.7525,-80241.9525,32407.525,109408.725,5470.43625
5889,15804797,Gilleland,443,France,Female,54,3,138547.97,1,1,1,70196.23,1,68351.74,-68351.74,3509.8115,-71861.5515,35098.115,103449.855,5172.49275
5890,15708650,Fullwood,727,France,Female,31,2,52192.08,2,0,1,160383.47,0,-108191.39,108191.39,8019.1735,100172.2165,80191.735,-27999.655,-1399.98275
5891,15712777,Kao,482,France,Male,38,4,124976.19,1,1,0,35848.12,0,89128.07,-89128.07,1792.406,-90920.476,17924.06,107052.13,5352.6065
5892,15786469,Montalvo,686,France,Female,34,1,0,2,1,0,87278.48,0,-87278.48,87278.48,4363.924,82914.556,43639.24,-43639.24,-2181.962
5893,15669219,Wilson,588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0,9857.56,-9857.56,4724.941,-14582.501,47249.41,57106.97,2855.3485
5894,15641004,Doyne,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0,16829.56,-16829.56,6674.318,-23503.878,66743.18,83572.74,4178.637
5895,15648067,Onwuamaeze,583,France,Male,39,1,129299.28,2,1,0,73107.6,0,56191.68,-56191.68,3655.38,-59847.06,36553.8,92745.48,4637.274
5896,15704014,K'ung,738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0,-54383.06,54383.06,9766.699,44616.361,97666.99,43283.93,2164.1965
5897,15645136,O'Donnell,744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0,6539.64,-6539.64,6076.274,-12615.914,60762.74,67302.38,3365.119
5898,15709604,McMillan,781,France,Male,23,2,107433.48,1,1,0,173843.21,0,-66409.73,66409.73,8692.1605,57717.5695,86921.605,20511.875,1025.59375
5899,15713637,Chinedum,699,France,Male,34,2,117468.67,1,1,0,185227.42,0,-67758.75,67758.75,9261.371,58497.379,92613.71,24854.96,1242.748
5900,15793901,Capon,639,France,Female,27,2,0,2,0,0,125244.18,0,-125244.18,125244.18,6262.209,118981.971,62622.09,-62622.09,-3131.1045
5901,15569759,Rawling,583,France,Female,27,4,0,3,1,0,163113.41,0,-163113.41,163113.41,8155.6705,154957.7395,81556.705,-81556.705,-4077.83525
5902,15712930,Duncan,587,France,Male,42,1,0,1,0,0,123006.91,0,-123006.91,123006.91,6150.3455,116856.5645,61503.455,-61503.455,-3075.17275
5903,15586504,Trevisani,694,France,Male,40,9,0,2,1,0,40463.03,0,-40463.03,40463.03,2023.1515,38439.8785,20231.515,-20231.515,-1011.57575
5904,15677317,Ankudinova,570,France,Female,29,4,153040.03,1,1,1,131363.57,1,21676.46,-21676.46,6568.1785,-28244.6385,65681.785,87358.245,4367.91225
5905,15664270,Balsillie,692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1,-46221.81,46221.81,9415.2925,36806.5175,94152.925,47931.115,2396.55575
5906,15731519,Kerr,511,France,Female,30,5,0,2,1,0,143994.86,0,-143994.86,143994.86,7199.743,136795.117,71997.43,-71997.43,-3599.8715
5907,15745623,Worsnop,788,France,Male,32,4,112079.58,1,0,0,89368.59,0,22710.99,-22710.99,4468.4295,-27179.4195,44684.295,67395.285,3369.76425
5908,15813862,Yevseyev,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0,-26321.29,26321.29,7918.2945,18402.9955,79182.945,52861.655,2643.08275
5909,15641934,Manna,749,Spain,Female,46,9,66582.81,1,1,0,78753.12,1,-12170.31,12170.31,3937.656,8232.654,39376.56,27206.25,1360.3125
5910,15713043,Siciliani,691,France,Female,33,6,0,2,1,1,100408.31,0,-100408.31,100408.31,5020.4155,95387.8945,50204.155,-50204.155,-2510.20775
5911,15700749,Powell,481,France,Female,39,6,0,1,1,1,24677.54,0,-24677.54,24677.54,1233.877,23443.663,12338.77,-12338.77,-616.9385
5912,15697567,Bazarova,752,France,Male,33,4,0,2,1,1,39570.78,0,-39570.78,39570.78,1978.539,37592.241,19785.39,-19785.39,-989.2695
5913,15715414,White,658,France,Female,38,6,102895.1,1,0,0,155665.76,0,-52770.66,52770.66,7783.288,44987.372,77832.88,25062.22,1253.111
5914,15639530,Buda,679,Spain,Male,42,2,0,1,1,1,168294.27,0,-168294.27,168294.27,8414.7135,159879.5565,84147.135,-84147.135,-4207.35675
5915,15726058,Cattaneo,754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0,29670.34,-29670.34,4395.4005,-34065.7405,43954.005,73624.345,3681.21725
5916,15725665,Lo,679,France,Male,47,10,198546.1,2,1,0,191198.92,1,7347.18,-7347.18,9559.946,-16907.126,95599.46,102946.64,5147.332
5917,15698872,Brown,633,Spain,Female,39,2,0,2,0,0,191207.03,0,-191207.03,191207.03,9560.3515,181646.6785,95603.515,-95603.515,-4780.17575
5918,15812184,Rose,674,France,Female,31,1,0,1,1,0,128954.05,0,-128954.05,128954.05,6447.7025,122506.3475,64477.025,-64477.025,-3223.85125
5919,15742609,Lombardo,600,Germany,Male,28,2,116623.31,1,0,1,59905.29,0,56718.02,-56718.02,2995.2645,-59713.2845,29952.645,86670.665,4333.53325
5920,15815043,McMillan,645,Spain,Male,49,8,0,2,1,0,162012.6,0,-162012.6,162012.6,8100.63,153911.97,81006.3,-81006.3,-4050.315
5921,15640648,Howe,698,France,Male,36,6,0,2,0,1,19231.98,0,-19231.98,19231.98,961.599,18270.381,9615.99,-9615.99,-480.7995
5922,15627203,Hsu,508,Spain,Male,54,10,0,1,1,1,175749.36,0,-175749.36,175749.36,8787.468,166961.892,87874.68,-87874.68,-4393.734
5923,15786196,Han,555,France,Female,44,3,105770.7,3,1,0,60533.96,1,45236.74,-45236.74,3026.698,-48263.438,30266.98,75503.72,3775.186
5924,15612095,Calabrese,751,France,Female,48,9,0,1,1,0,137508.42,1,-137508.42,137508.42,6875.421,130632.999,68754.21,-68754.21,-3437.7105
5925,15674368,Riley,738,France,Female,39,1,94435.45,2,0,1,189430.86,0,-94995.41,94995.41,9471.543,85523.867,94715.43,-279.98,-13.999
5926,15783477,Biryukov,706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0,106166.25,-106166.25,336.183,-106502.433,3361.83,109528.08,5476.404
5927,15757559,Broadhurst,595,France,Female,53,7,0,2,1,0,41371.68,1,-41371.68,41371.68,2068.584,39303.096,20685.84,-20685.84,-1034.292
5928,15591036,Genovesi,577,Germany,Female,43,3,127940.47,1,0,0,125140.72,1,2799.75,-2799.75,6257.036,-9056.786,62570.36,65370.11,3268.5055
5929,15761241,Hsieh,578,Germany,Female,36,8,129745.1,1,1,1,143683.75,0,-13938.65,13938.65,7184.1875,6754.4625,71841.875,57903.225,2895.16125
5930,15695078,Kemp,699,France,Male,32,3,0,2,1,1,170770.44,0,-170770.44,170770.44,8538.522,162231.918,85385.22,-85385.22,-4269.261
5931,15645744,Chukwudi,826,France,Female,30,5,0,2,0,1,157397.57,0,-157397.57,157397.57,7869.8785,149527.6915,78698.785,-78698.785,-3934.93925
5932,15566988,Iqbal,656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1,90940.37,-90940.37,2529.7575,-93470.1275,25297.575,116237.945,5811.89725
5933,15749300,Teng,556,France,Female,47,2,139914.27,1,1,1,50390.98,0,89523.29,-89523.29,2519.549,-92042.839,25195.49,114718.78,5735.939
5934,15594340,Tao,569,France,Male,41,4,120243.49,1,1,0,163150.03,1,-42906.54,42906.54,8157.5015,34749.0385,81575.015,38668.475,1933.42375
5935,15607065,Chinedum,765,France,Male,34,9,91835.16,1,0,0,138280.17,0,-46445.01,46445.01,6914.0085,39531.0015,69140.085,22695.075,1134.75375
5936,15778089,Stevenson,544,Spain,Male,37,2,0,2,0,0,135067.02,0,-135067.02,135067.02,6753.351,128313.669,67533.51,-67533.51,-3376.6755
5937,15773723,Duncan,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1,-96356.56,96356.56,8176.7375,88179.8225,81767.375,-14589.185,-729.45925
5938,15697035,Garrett,740,Spain,Female,31,8,0,2,0,0,86657.48,0,-86657.48,86657.48,4332.874,82324.606,43328.74,-43328.74,-2166.437
5939,15679668,Yao,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0,-46708.88,46708.88,8104.391,38604.489,81043.91,34335.03,1716.7515
5940,15709861,He,766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0,98906.98,-98906.98,1443.965,-100350.945,14439.65,113346.63,5667.3315
5941,15791958,Mazzi,849,France,Female,41,6,0,2,1,1,169203.51,1,-169203.51,169203.51,8460.1755,160743.3345,84601.755,-84601.755,-4230.08775
5942,15791030,Edwards,612,France,Female,33,0,64900.32,2,1,0,102426.12,0,-37525.8,37525.8,5121.306,32404.494,51213.06,13687.26,684.363
5943,15695339,Lucchesi,517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1,54496.78,-54496.78,2733.805,-57230.585,27338.05,81834.83,4091.7415
5944,15658813,Siciliani,645,France,Female,55,7,0,2,1,1,18369.33,0,-18369.33,18369.33,918.4665,17450.8635,9184.665,-9184.665,-459.23325
5945,15715709,Shih,696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0,-45796.72,45796.72,7994.405,37802.315,79944.05,34147.33,1707.3665
5946,15722533,Logue,716,France,Female,40,3,0,2,0,1,167636.15,0,-167636.15,167636.15,8381.8075,159254.3425,83818.075,-83818.075,-4190.90375
5947,15683118,Rechner,590,France,Male,32,9,0,2,1,0,138889.15,0,-138889.15,138889.15,6944.4575,131944.6925,69444.575,-69444.575,-3472.22875
5948,15672798,O'Brien,656,France,Female,45,7,145933.27,1,1,1,199392.14,0,-53458.87,53458.87,9969.607,43489.263,99696.07,46237.2,2311.86
5949,15680112,Stewart,473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0,-58055.7,58055.7,9478.0215,48577.6785,94780.215,36724.515,1836.22575
5950,15714575,Batt,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1,90550.75,-90550.75,868.7635,-91419.5135,8687.635,99238.385,4961.91925
5951,15806808,Hope,834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1,-27943.54,27943.54,7011.257,20932.283,70112.57,42169.03,2108.4515
5952,15590637,Ahmed,721,France,Male,41,7,0,2,0,1,61018.85,0,-61018.85,61018.85,3050.9425,57967.9075,30509.425,-30509.425,-1525.47125
5953,15657535,Pearson,590,Spain,Male,29,10,0,1,1,1,51907.72,1,-51907.72,51907.72,2595.386,49312.334,25953.86,-25953.86,-1297.693
5954,15696141,Kruglov,516,Spain,Female,31,7,0,1,1,0,47018.75,0,-47018.75,47018.75,2350.9375,44667.8125,23509.375,-23509.375,-1175.46875
5955,15811947,Gordon,850,France,Male,33,0,124781.67,1,0,1,33700.52,0,91081.15,-91081.15,1685.026,-92766.176,16850.26,107931.41,5396.5705
5956,15649024,Trujillo,748,France,Female,39,9,132865.56,1,1,1,59636.43,1,73229.13,-73229.13,2981.8215,-76210.9515,29818.215,103047.345,5152.36725
5957,15594928,Pagnotto,798,Germany,Female,38,4,129055.13,1,1,0,157147.59,0,-28092.46,28092.46,7857.3795,20235.0805,78573.795,50481.335,2524.06675
5958,15765532,Horton,612,Germany,Male,76,6,96166.88,1,1,1,191393.26,0,-95226.38,95226.38,9569.663,85656.717,95696.63,470.25,23.5125
5959,15741719,DeRose,540,France,Female,40,3,165298.12,1,0,1,199862.75,0,-34564.63,34564.63,9993.1375,24571.4925,99931.375,65366.745,3268.33725
5960,15665629,Chiang,719,Spain,Female,33,7,0,2,1,0,20016.59,0,-20016.59,20016.59,1000.8295,19015.7605,10008.295,-10008.295,-500.41475
5961,15728917,Gill,598,France,Male,48,6,120682.53,1,1,0,30635.52,1,90047.01,-90047.01,1531.776,-91578.786,15317.76,105364.77,5268.2385
5962,15762993,Trevisano,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0,-15059.73,15059.73,5891.644,9168.086,58916.44,43856.71,2192.8355
5963,15571193,Morrison,579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1,121889.22,-121889.22,1124.855,-123014.075,11248.55,133137.77,6656.8885
5964,15653521,Onuora,850,Germany,Female,40,7,104449.8,1,1,1,747.88,0,103701.92,-103701.92,37.394,-103739.314,373.94,104075.86,5203.793
5965,15802220,Ikenna,599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0,60231.84,-60231.84,3843.5405,-64075.3805,38435.405,98667.245,4933.36225
5966,15644132,Mancini,724,France,Female,30,9,142475.87,1,1,1,107848.24,0,34627.63,-34627.63,5392.412,-40020.042,53924.12,88551.75,4427.5875
5967,15600832,Moss,508,France,Female,43,9,0,1,1,0,103726.71,0,-103726.71,103726.71,5186.3355,98540.3745,51863.355,-51863.355,-2593.16775
5968,15797919,Ting,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0,-75073.16,75073.16,8913.418,66159.742,89134.18,14061.02,703.051
5969,15603743,Tai,526,France,Male,28,1,112070.44,1,0,1,126281.83,0,-14211.39,14211.39,6314.0915,7897.2985,63140.915,48929.525,2446.47625
5970,15579714,Pan,542,France,Female,29,7,0,2,0,1,196651.72,0,-196651.72,196651.72,9832.586,186819.134,98325.86,-98325.86,-4916.293
